collect_time,cpu_util
2023/6/17 0:00,29.65
2023/6/17 0:09,32.22
2023/6/17 0:15,34.06
2023/6/17 0:22,31.71
2023/6/17 0:28,30.76
2023/6/17 0:33,30.25
2023/6/17 0:35,29.26
2023/6/17 0:40,31.35
2023/6/17 0:46,31.11
2023/6/17 0:57,32.41
2023/6/17 1:09,31.36
2023/6/17 1:10,31.95
2023/6/17 1:21,30.75
2023/6/17 1:25,30.62
2023/6/17 1:32,29.92
2023/6/17 1:44,30.84
2023/6/17 1:45,28.14
2023/6/17 1:55,30.66
2023/6/17 1:57,31.89
2023/6/17 2:07,30.7
2023/6/17 2:13,0
2023/6/17 2:19,30.28
2023/6/17 2:25,30.57
2023/6/17 2:36,30.29
2023/6/17 2:43,31.51
2023/6/17 2:54,31.16
2023/6/17 3:00,31.08
2023/6/17 3:05,30.78
2023/6/17 3:12,31.06
2023/6/17 3:23,30.69
2023/6/17 3:24,31.54
2023/6/17 3:34,30.58
2023/6/17 3:35,29.7
2023/6/17 3:45,31.33
2023/6/17 3:46,31.34
2023/6/17 3:57,31.45
2023/6/17 4:03,30.28
2023/6/17 4:04,30.08
2023/6/17 4:14,31.21
2023/6/17 4:15,30.68
2023/6/17 4:22,30.98
2023/6/17 4:27,30.85
2023/6/17 4:40,31.38
2023/6/17 4:44,31.18
2023/6/17 4:45,31.75
2023/6/17 4:50,30.27
2023/6/17 5:01,31.74
2023/6/17 5:07,31.63
2023/6/17 5:13,31.78
2023/6/17 5:14,31.92
2023/6/17 5:19,31.37
2023/6/17 5:30,31.66
2023/6/17 5:31,31.64
2023/6/17 5:39,31.07
2023/6/17 5:49,31.74
2023/6/17 5:54,33.25
2023/6/17 6:00,32.3
2023/6/17 6:12,32.32
2023/6/17 6:13,31.37
2023/6/17 6:19,31.02
2023/6/17 6:30,30.02
2023/6/17 6:35,31.02
2023/6/17 6:42,30.38
2023/6/17 6:47,2.92
2023/6/17 6:58,29.22
2023/6/17 6:59,30.3
2023/6/17 7:05,30.35
2023/6/17 7:16,29.82
2023/6/17 7:22,29.71
2023/6/17 7:28,30.52
2023/6/17 7:36,30.51
2023/6/17 7:40,31.45
2023/6/17 7:45,30.91
2023/6/17 7:52,31.69
2023/6/17 8:03,31.89
2023/6/17 8:08,31.42
2023/6/17 8:14,31.04
2023/6/17 8:16,31.95
2023/6/17 8:26,31.5
2023/6/17 8:39,31.17
2023/6/17 8:44,30.68
2023/6/17 8:49,31.28
2023/6/17 8:56,31.55
2023/6/17 9:01,30.21
2023/6/17 9:13,27.79
2023/6/17 9:14,27.21
2023/6/17 9:25,27.63
2023/6/17 9:30,25.64
2023/6/17 9:32,28.61
2023/6/17 9:37,28.51
2023/6/17 9:50,28.3
2023/6/17 9:58,28.84
2023/6/17 10:09,28.66
2023/6/17 10:17,27.43
2023/6/17 10:23,28.14
2023/6/17 10:29,30.46
2023/6/17 10:40,31.47
2023/6/17 10:51,32.77
2023/6/17 10:57,31.83
2023/6/17 10:58,30.84
2023/6/17 11:10,31.41
2023/6/17 11:17,30.69
2023/6/17 11:24,31.06
2023/6/17 11:35,29.51
2023/6/17 11:39,28.57
2023/6/17 11:48,36.07
2023/6/17 11:52,41.05
2023/6/17 12:04,37.23
2023/6/17 12:10,31.28
2023/6/17 12:17,29.09
2023/6/17 12:23,28.24
2023/6/17 12:29,28.11
2023/6/17 12:38,29.56
2023/6/17 12:43,30.06
2023/6/17 12:55,29.31
2023/6/17 13:01,29.25
2023/6/17 13:07,30.01
2023/6/17 13:10,28.67
2023/6/17 13:17,29.15
2023/6/17 13:24,28.24
2023/6/17 13:29,28.57
2023/6/17 13:35,29.27
2023/6/17 13:42,30.05
2023/6/17 13:49,29.98
