collect_time,cpu_util
2023/6/17 0:00,40.95
2023/6/17 0:05,39.94
2023/6/17 0:11,38.98
2023/6/17 0:16,38.1
2023/6/17 0:20,37.87
2023/6/17 0:25,36.86
2023/6/17 0:30,36.88
2023/6/17 0:35,35.85
2023/6/17 0:40,35.63
2023/6/17 0:45,34.84
2023/6/17 0:50,34.94
2023/6/17 0:56,33.83
2023/6/17 1:01,33.52
2023/6/17 1:05,33.55
2023/6/17 1:10,32.85
2023/6/17 1:15,32.4
2023/6/17 1:20,32.39
2023/6/17 1:25,31.7
2023/6/17 1:30,31.27
2023/6/17 1:35,31.36
2023/6/17 1:41,31.34
2023/6/17 1:45,30.96
2023/6/17 1:51,30.87
2023/6/17 1:56,29.99
2023/6/17 2:01,30.06
2023/6/17 2:06,30.58
2023/6/17 2:11,29.46
2023/6/17 2:16,29.22
2023/6/17 2:20,28.94
2023/6/17 2:25,29.24
2023/6/17 2:30,28.57
2023/6/17 2:35,28.53
2023/6/17 2:40,28.3
2023/6/17 2:45,28.28
2023/6/17 2:50,28.1
2023/6/17 2:55,27.94
2023/6/17 3:01,27.85
2023/6/17 3:05,28.18
2023/6/17 3:11,27.28
2023/6/17 3:15,27.47
2023/6/17 3:20,27.2
2023/6/17 3:26,27.23
2023/6/17 3:31,27.09
2023/6/17 3:36,27.01
2023/6/17 3:41,26.89
2023/6/17 3:45,26.96
2023/6/17 3:51,26.8
2023/6/17 3:55,27.11
2023/6/17 4:01,26.71
2023/6/17 4:06,26.91
2023/6/17 4:11,26.9
2023/6/17 4:16,26.74
2023/6/17 4:20,26.79
2023/6/17 4:25,26.76
2023/6/17 4:31,26.44
2023/6/17 4:36,27
2023/6/17 4:41,26.03
2023/6/17 4:45,26.32
2023/6/17 4:51,26.75
2023/6/17 4:56,26.25
2023/6/17 5:00,26.51
2023/6/17 5:06,26.59
2023/6/17 5:10,26.37
2023/6/17 5:16,26.39
2023/6/17 5:20,26.48
2023/6/17 5:25,26.62
2023/6/17 5:31,26.73
2023/6/17 5:36,26.73
2023/6/17 5:40,26.96
2023/6/17 5:46,27.02
2023/6/17 5:50,27.04
2023/6/17 5:56,27.28
2023/6/17 6:01,27.42
2023/6/17 6:05,27.77
2023/6/17 6:12,27.78
2023/6/17 6:16,28.39
2023/6/17 6:21,28.25
2023/6/17 6:29,28.47
2023/6/17 6:31,28.63
2023/6/17 6:36,29.16
2023/6/17 6:41,29.77
2023/6/17 6:45,29.61
2023/6/17 6:51,30.43
2023/6/17 6:56,30.67
2023/6/17 7:01,30.64
2023/6/17 7:05,31.79
2023/6/17 7:10,31.36
2023/6/17 7:16,31.87
2023/6/17 7:20,32.86
2023/6/17 7:26,32.17
2023/6/17 7:30,32.65
2023/6/17 7:35,33.42
2023/6/17 7:41,33.08
2023/6/17 7:46,33.66
2023/6/17 7:50,34.1
2023/6/17 7:55,34.33
2023/6/17 8:00,35
2023/6/17 8:06,35.66
2023/6/17 8:11,36.23
2023/6/17 8:16,36.52
2023/6/17 8:20,36.95
2023/6/17 8:26,37.6
2023/6/17 8:32,38.19
2023/6/17 8:39,38.59
2023/6/17 8:40,39.63
2023/6/17 8:45,40.1
2023/6/17 8:50,40.6
2023/6/17 8:55,41.15
2023/6/17 9:01,41.89
2023/6/17 9:06,42.41
2023/6/17 9:10,42.91
2023/6/17 9:15,43.73
2023/6/17 9:20,44.4
2023/6/17 9:27,45.46
2023/6/17 9:30,44.74
2023/6/17 9:35,46.3
2023/6/17 9:40,46.04
2023/6/17 9:46,47.06
2023/6/17 9:50,47.5
2023/6/17 9:55,48.15
2023/6/17 10:01,48.56
2023/6/17 10:05,49.12
2023/6/17 10:11,49.12
2023/6/17 10:16,49.7
2023/6/17 10:21,48.97
2023/6/17 10:26,50.32
2023/6/17 10:31,49.95
2023/6/17 10:38,50.39
2023/6/17 10:43,50.59
2023/6/17 10:47,50.56
2023/6/17 10:51,50.9
2023/6/17 10:56,51.14
2023/6/17 11:01,51.29
2023/6/17 11:06,51.65
2023/6/17 11:11,51.31
2023/6/17 11:15,52.25
2023/6/17 11:20,51.61
2023/6/17 11:25,52.33
2023/6/17 11:31,52.34
2023/6/17 11:36,52.44
2023/6/17 11:43,52.17
2023/6/17 11:47,52.64
