collect_time,cpu_util
2023/6/17 0:02,65.2
2023/6/17 0:08,64.82
2023/6/17 0:13,64.73
2023/6/17 0:17,64.97
2023/6/17 0:22,64.82
2023/6/17 0:29,64.81
2023/6/17 0:33,64.94
2023/6/17 0:37,64.86
2023/6/17 0:42,64.89
2023/6/17 0:47,64.9
2023/6/17 1:03,64.81
2023/6/17 1:09,65.06
2023/6/17 1:12,64.67
2023/6/17 1:17,64.71
2023/6/17 1:22,64.69
2023/6/17 1:27,64.8
2023/6/17 1:37,64.83
2023/6/17 1:43,64.8
2023/6/17 1:47,64.81
2023/6/17 1:53,64.86
2023/6/17 1:57,65.01
2023/6/17 2:02,64.8
2023/6/17 2:08,65.04
2023/6/17 2:14,64.84
2023/6/17 2:18,64.86
2023/6/17 2:22,64.76
2023/6/17 2:29,64.84
2023/6/17 2:33,64.97
2023/6/17 2:37,64.63
2023/6/17 2:52,64.6
2023/6/17 2:57,64.97
2023/6/17 3:04,64.77
2023/6/17 3:08,64.78
2023/6/17 3:29,64.93
2023/6/17 3:32,64.89
2023/6/17 3:38,64.83
2023/6/17 3:43,64.73
2023/6/17 3:49,64.88
2023/6/17 3:52,65.07
2023/6/17 3:58,64.74
2023/6/17 4:08,64.94
2023/6/17 4:12,64.76
2023/6/17 4:18,64.92
2023/6/17 4:22,65.09
2023/6/17 4:28,64.79
2023/6/17 4:33,64.82
2023/6/17 4:42,64.89
2023/6/17 4:49,65.03
2023/6/17 4:52,64.96
2023/6/17 4:57,64.87
2023/6/17 5:02,65.04
2023/6/17 5:08,64.74
2023/6/17 5:22,64.94
2023/6/17 5:29,64.84
2023/6/17 5:32,64.87
2023/6/17 5:39,64.94
2023/6/17 5:44,64.9
2023/6/17 5:47,64.94
2023/6/17 5:52,64.87
2023/6/17 5:57,64.87
2023/6/17 6:03,64.91
2023/6/17 6:08,64.85
2023/6/17 6:13,64.74
2023/6/17 6:18,64.81
2023/6/17 6:23,64.61
2023/6/17 6:33,64.78
2023/6/17 6:38,64.63
2023/6/17 6:42,64.87
2023/6/17 6:48,64.89
2023/6/17 6:53,64.82
2023/6/17 6:59,64.75
2023/6/17 7:02,64.74
2023/6/17 7:09,64.66
2023/6/17 7:12,64.86
2023/6/17 7:17,64.74
2023/6/17 7:24,64.66
2023/6/17 7:29,64.77
2023/6/17 7:33,64.62
2023/6/17 7:37,64.65
2023/6/17 7:42,64.75
2023/6/17 7:47,64.56
2023/6/17 7:52,64.61
2023/6/17 7:59,64.7
2023/6/17 8:02,64.65
2023/6/17 8:09,64.6
2023/6/17 8:13,64.67
2023/6/17 8:17,64.8
2023/6/17 8:24,64.57
2023/6/17 8:27,64.82
2023/6/17 8:32,64.75
2023/6/17 8:37,64.61
2023/6/17 8:42,64.73
2023/6/17 8:48,64.79
2023/6/17 8:52,64.59
2023/6/17 8:58,64.61
2023/6/17 9:03,64.59
2023/6/17 9:08,64.53
2023/6/17 9:12,64.48
2023/6/17 9:17,64.57
2023/6/17 9:23,64.47
2023/6/17 9:28,64.61
2023/6/17 9:32,64.91
2023/6/17 9:38,64.61
2023/6/17 9:43,64.54
2023/6/17 9:49,64.49
2023/6/17 9:52,64.57
2023/6/17 9:58,64.55
2023/6/17 10:02,64.65
2023/6/17 10:12,64.8
2023/6/17 10:17,64.69
2023/6/17 10:24,64.68
2023/6/17 10:27,64.64
2023/6/17 10:33,64.52
2023/6/17 10:38,64.69
2023/6/17 10:43,64.46
2023/6/17 10:48,64.69
2023/6/17 10:53,64.72
2023/6/17 10:57,64.35
2023/6/17 11:03,64.61
2023/6/17 11:07,64.48
2023/6/17 11:12,64.48
2023/6/17 11:17,64.48
2023/6/17 11:23,64.68
2023/6/17 11:27,64.66
2023/6/17 11:33,64.56
2023/6/17 11:38,64.53
2023/6/17 11:44,64.6
2023/6/17 11:49,64.73
2023/6/17 11:53,64.57
2023/6/17 12:03,64.63
2023/6/17 12:09,64.79
2023/6/17 12:12,64.53
2023/6/17 12:19,64.81
2023/6/17 12:22,64.59
2023/6/17 12:28,64.64
2023/6/17 12:33,64.74
2023/6/17 12:37,64.58
2023/6/17 12:43,64.73
2023/6/17 12:49,64.68
2023/6/17 12:54,64.6
2023/6/17 12:57,64.59
2023/6/17 13:03,64.68
2023/6/17 13:08,64.6
2023/6/17 13:12,64.81
2023/6/17 13:18,64.62
2023/6/17 13:23,64.68
2023/6/17 13:29,64.75
2023/6/17 13:32,64.37
2023/6/17 13:38,64.52
2023/6/17 13:42,64.62
2023/6/17 13:52,64.65
2023/6/17 13:57,64.58
2023/6/17 14:04,64.51
2023/6/17 14:08,64.59
2023/6/17 14:13,64.57
2023/6/17 14:17,64.66
2023/6/17 14:24,64.51
2023/6/17 14:27,64.55
2023/6/17 14:32,64.51
2023/6/17 14:37,64.55
2023/6/17 14:42,64.49
2023/6/17 14:48,64.49
2023/6/17 14:52,64.45
2023/6/17 14:58,64.58
2023/6/17 15:07,64.45
2023/6/17 15:12,64.51
2023/6/17 15:17,64.52
2023/6/17 15:23,64.35
2023/6/17 15:27,64.65
2023/6/17 15:32,64.52
2023/6/17 15:37,64.57
2023/6/17 15:42,64.52
2023/6/17 15:48,64.61
2023/6/17 15:52,64.65
2023/6/17 15:57,64.43
2023/6/17 16:03,64.53
2023/6/17 16:07,64.74
2023/6/17 16:13,64.64
2023/6/17 16:18,64.63
2023/6/17 16:23,64.73
2023/6/17 16:27,64.69
2023/6/17 16:33,64.73
2023/6/17 16:38,64.72
2023/6/17 16:42,64.56
2023/6/17 16:49,64.51
2023/6/17 16:53,64.55
2023/6/17 16:57,64.8
2023/6/17 17:03,64.45
2023/6/17 17:07,64.66
2023/6/17 17:14,64.52
2023/6/17 17:18,64.68
2023/6/17 17:23,64.7
2023/6/17 17:33,64.67
2023/6/17 17:37,64.47
2023/6/17 17:43,64.69
2023/6/17 17:47,64.86
2023/6/17 17:53,64.5
2023/6/17 17:58,64.79
2023/6/17 18:04,64.75
2023/6/17 18:09,64.73
2023/6/17 18:13,64.4
2023/6/17 18:18,64.83
2023/6/17 18:23,64.47
2023/6/17 18:29,64.72
2023/6/17 18:32,64.59
2023/6/17 18:38,64.64
2023/6/17 18:47,64.5
2023/6/17 18:52,64.69
2023/6/17 18:59,64.69
2023/6/17 19:02,64.44
2023/6/17 19:07,64.67
2023/6/17 19:12,64.62
2023/6/17 19:17,64.68
2023/6/17 19:24,64.69
2023/6/17 19:29,64.79
2023/6/17 19:32,64.79
2023/6/17 19:37,64.6
2023/6/17 19:43,64.64
2023/6/17 19:47,64.6
2023/6/17 19:54,64.61
2023/6/17 19:58,64.66
2023/6/17 20:03,64.72
2023/6/17 20:07,64.53
2023/6/17 20:13,64.66
2023/6/17 20:17,64.61
2023/6/17 20:23,64.64
2023/6/17 20:28,64.73
2023/6/17 20:37,64.64
2023/6/17 20:42,64.6
2023/6/17 20:49,64.61
2023/6/17 20:53,64.6
2023/6/17 20:57,64.6
2023/6/17 21:04,64.53
2023/6/17 21:07,64.74
2023/6/17 21:13,64.53
2023/6/17 21:18,64.57
2023/6/17 21:24,64.48
2023/6/17 21:27,64.3
2023/6/17 21:33,64.6
2023/6/17 21:38,64.45
2023/6/17 21:43,64.53
2023/6/17 21:48,64.33
2023/6/17 21:52,64.49
2023/6/17 21:58,64.36
2023/6/17 22:02,64.62
2023/6/17 22:09,64.47
2023/6/17 22:12,64.69
2023/6/17 22:18,64.55
2023/6/17 22:28,64.42
2023/6/17 22:33,64.61
2023/6/17 22:38,64.43
2023/6/17 22:42,64.49
2023/6/17 22:47,64.59
2023/6/17 22:53,64.54
2023/6/17 23:03,64.48
2023/6/17 23:07,64.82
2023/6/17 23:12,64.45
2023/6/17 23:19,64.55
2023/6/17 23:22,64.62
2023/6/17 23:28,64.62
2023/6/17 23:33,64.66
2023/6/17 23:44,64.69
2023/6/17 23:49,64.52
2023/6/17 23:52,64.71
