collect_time,cpu_util
2023/6/17 0:00,13.87
2023/6/17 0:05,16.14
2023/6/17 0:07,16.28
2023/6/17 0:12,15.88
2023/6/17 0:20,15.13
2023/6/17 0:25,14.56
2023/6/17 0:27,14.31
2023/6/17 0:35,13.91
2023/6/17 0:40,13.49
2023/6/17 0:42,13.54
2023/6/17 0:50,12.97
2023/6/17 0:52,12.83
2023/6/17 0:59,12.45
2023/6/17 1:02,12.68
2023/6/17 1:09,12.29
2023/6/17 1:12,11.81
2023/6/17 1:20,11.56
2023/6/17 1:22,11.09
2023/6/17 1:30,11.09
2023/6/17 1:32,11.1
2023/6/17 1:37,10.8
2023/6/17 1:45,10.64
2023/6/17 1:48,10.71
2023/6/17 1:52,10.41
2023/6/17 1:57,10.34
2023/6/17 2:02,10.36
2023/6/17 2:07,10.3
2023/6/17 2:14,10.08
2023/6/17 2:17,10.37
2023/6/17 2:22,9.84
2023/6/17 2:29,9.98
2023/6/17 2:32,9.83
2023/6/17 2:37,9.72
2023/6/17 2:45,9.73
2023/6/17 2:47,9.77
2023/6/17 2:54,9.53
2023/6/17 2:57,9.44
2023/6/17 3:05,9.75
2023/6/17 3:07,9.64
2023/6/17 3:12,9.55
2023/6/17 3:20,9.61
2023/6/17 3:25,9.54
2023/6/17 3:27,9.41
2023/6/17 3:34,9.37
2023/6/17 3:37,9.17
2023/6/17 3:45,9.43
2023/6/17 3:47,9.26
2023/6/17 3:52,9.6
2023/6/17 3:59,9.55
2023/6/17 4:02,9.94
2023/6/17 4:09,9.93
2023/6/17 4:12,9.88
2023/6/17 4:19,10.01
2023/6/17 4:22,10.55
2023/6/17 4:27,10.24
2023/6/17 4:32,10.57
2023/6/17 4:37,10.89
2023/6/17 4:42,11.14
2023/6/17 4:47,11.58
2023/6/17 4:52,11.94
2023/6/17 4:56,12.09
2023/6/17 5:05,12.99
2023/6/17 5:07,13.12
2023/6/17 5:15,13.61
2023/6/17 5:19,13.88
2023/6/17 5:25,14.33
2023/6/17 5:27,14.52
2023/6/17 5:32,14.6
2023/6/17 5:40,15.08
2023/6/17 5:45,15.49
2023/6/17 5:50,15.77
2023/6/17 5:55,16.06
2023/6/17 6:00,16.36
2023/6/17 6:03,18.24
2023/6/17 6:07,17.07
2023/6/17 6:12,17.19
2023/6/17 6:17,17.32
2023/6/17 6:25,17.44
2023/6/17 6:30,17.72
2023/6/17 6:32,17.86
2023/6/17 6:37,17.43
2023/6/17 6:45,17.8
2023/6/17 6:49,17.75
2023/6/17 6:52,18.2
2023/6/17 6:57,18.1
2023/6/17 7:05,19.1
2023/6/17 7:07,18.91
2023/6/17 7:12,18.8
2023/6/17 7:20,18.89
2023/6/17 7:22,18.63
2023/6/17 7:30,18.84
2023/6/17 7:32,18.87
2023/6/17 7:36,18.52
2023/6/17 7:42,18.45
2023/6/17 7:49,18.5
2023/6/17 7:52,18.76
2023/6/17 7:57,18.77
2023/6/17 8:05,19.88
2023/6/17 8:07,19.52
2023/6/17 8:15,19.29
2023/6/17 8:17,18.98
2023/6/17 8:22,19.05
2023/6/17 8:27,19.09
2023/6/17 8:32,19.27
2023/6/17 8:37,19.01
2023/6/17 8:44,18.96
2023/6/17 8:47,18.75
2023/6/17 8:52,19.09
2023/6/17 8:57,19.05
2023/6/17 9:05,20.37
2023/6/17 9:10,20.4
2023/6/17 9:15,20.05
2023/6/17 9:19,19.89
2023/6/17 9:22,19.63
2023/6/17 9:27,19.6
2023/6/17 9:35,19.67
2023/6/17 9:37,19.73
2023/6/17 9:45,19.55
2023/6/17 9:47,19.56
2023/6/17 9:54,19.78
2023/6/17 9:57,19.91
2023/6/17 10:05,20.46
2023/6/17 10:07,20.75
2023/6/17 10:14,20.1
2023/6/17 10:20,19.68
2023/6/17 10:22,19.5
2023/6/17 10:30,19.78
2023/6/17 10:35,19.55
2023/6/17 10:37,19.58
2023/6/17 10:45,19.69
2023/6/17 10:47,19.5
2023/6/17 10:52,19.5
2023/6/17 10:57,19.58
2023/6/17 11:02,19.82
2023/6/17 11:07,19.97
2023/6/17 11:14,19.9
2023/6/17 11:17,19.56
2023/6/17 11:22,19.57
2023/6/17 11:29,19.52
2023/6/17 11:32,19.48
2023/6/17 11:40,19.64
2023/6/17 11:42,19.77
2023/6/17 11:47,19.69
2023/6/17 11:55,19.76
2023/6/17 11:57,19.51
2023/6/17 12:05,20.44
2023/6/17 12:10,20.29
2023/6/17 12:12,20.31
2023/6/17 12:17,20.03
2023/6/17 12:22,19.95
2023/6/17 12:27,20.14
2023/6/17 12:35,19.76
2023/6/17 12:40,19.83
2023/6/17 12:45,19.76
2023/6/17 12:50,19.68
2023/6/17 12:52,19.25
2023/6/17 12:57,19.52
2023/6/17 13:02,19.75
2023/6/17 13:07,20.15
2023/6/17 13:15,20.06
2023/6/17 13:20,19.49
2023/6/17 13:22,19.73
