collect_time,cpu_util
2023/6/17 0:01,26.7
2023/6/17 0:07,12.16
2023/6/17 0:10,32.84
2023/6/17 0:16,29.61
2023/6/17 0:21,45.55
2023/6/17 0:26,62.35
2023/6/17 0:30,67.51
2023/6/17 0:36,58.82
2023/6/17 0:41,57.33
2023/6/17 0:47,79.52
2023/6/17 0:51,73.9
2023/6/17 0:56,83.62
2023/6/17 1:01,68.66
2023/6/17 1:06,44.09
2023/6/17 1:11,70.67
2023/6/17 1:16,34.99
2023/6/17 1:21,47.62
2023/6/17 1:26,37.72
2023/6/17 1:33,39.08
2023/6/17 1:36,41.7
2023/6/17 1:41,41.62
2023/6/17 1:46,39.78
2023/6/17 1:52,43.48
2023/6/17 1:57,50.2
2023/6/17 2:01,39.75
2023/6/17 2:07,39.24
2023/6/17 2:12,46.35
2023/6/17 2:17,40.26
2023/6/17 2:22,40.25
2023/6/17 2:26,48.96
2023/6/17 2:31,34.88
2023/6/17 2:36,42.38
2023/6/17 2:43,42.8
2023/6/17 2:46,45.98
2023/6/17 2:52,45.02
2023/6/17 2:56,38.99
2023/6/17 3:02,39.9
2023/6/17 3:06,32.7
2023/6/17 3:11,52.28
2023/6/17 3:17,38.03
2023/6/17 3:21,34.4
2023/6/17 3:26,37.16
2023/6/17 3:32,32.72
2023/6/17 3:37,36.79
2023/6/17 3:42,29.66
2023/6/17 3:46,32.76
2023/6/17 3:52,33.33
2023/6/17 3:57,29.42
2023/6/17 4:01,39.03
2023/6/17 4:06,30.96
2023/6/17 4:11,44.13
2023/6/17 4:16,31.15
2023/6/17 4:22,40.32
2023/6/17 4:26,47.7
2023/6/17 4:31,36.53
2023/6/17 4:37,39.74
2023/6/17 4:40,39.83
2023/6/17 4:46,38.36
2023/6/17 4:51,49.26
2023/6/17 4:56,33.2
2023/6/17 5:02,37.93
2023/6/17 5:07,44.4
2023/6/17 5:11,41.28
2023/6/17 5:16,48.93
2023/6/17 5:23,42.75
2023/6/17 5:27,41.33
2023/6/17 5:31,35.49
2023/6/17 5:35,41.09
2023/6/17 5:41,37.23
2023/6/17 5:47,31.82
