collect_time,cpu_util
2023/6/17 0:03,12.89
2023/6/17 0:08,11.19
2023/6/17 0:13,9.88
2023/6/17 0:17,8.84
2023/6/17 0:22,9.21
2023/6/17 0:28,8.6
2023/6/17 0:33,9.47
2023/6/17 0:38,7.95
2023/6/17 0:42,7.32
2023/6/17 0:47,7.56
2023/6/17 0:52,7.91
2023/6/17 0:58,7.28
2023/6/17 1:03,7.91
2023/6/17 1:07,7.35
2023/6/17 1:12,6.07
2023/6/17 1:18,6.33
2023/6/17 1:22,6.03
2023/6/17 1:28,5.97
2023/6/17 1:32,6.54
2023/6/17 1:38,6.11
2023/6/17 1:43,7.64
2023/6/17 1:48,5.35
2023/6/17 1:52,5.72
2023/6/17 1:57,5.47
2023/6/17 2:03,5.29
2023/6/17 2:08,5.66
2023/6/17 2:13,5.81
2023/6/17 2:18,5.79
2023/6/17 2:23,5.15
2023/6/17 2:27,4.67
2023/6/17 2:32,4.87
2023/6/17 2:38,4.63
2023/6/17 2:43,4.48
2023/6/17 2:48,4.69
2023/6/17 2:53,4.78
2023/6/17 2:58,4.35
2023/6/17 3:03,4.79
2023/6/17 3:08,4.62
2023/6/17 3:12,4.75
2023/6/17 3:17,4.74
2023/6/17 3:23,4.32
2023/6/17 3:27,4.53
2023/6/17 3:33,4.12
2023/6/17 3:37,4.16
2023/6/17 3:43,4.14
2023/6/17 3:48,4.1
2023/6/17 3:52,3.82
2023/6/17 3:58,4.23
2023/6/17 4:02,3.93
2023/6/17 4:07,3.84
2023/6/17 4:13,3.82
2023/6/17 4:17,4.48
2023/6/17 4:22,3.86
2023/6/17 4:27,3.54
2023/6/17 4:33,3.59
2023/6/17 4:38,3.8
2023/6/17 4:43,3.45
2023/6/17 4:47,3.61
2023/6/17 4:52,3.81
2023/6/17 4:57,3.67
2023/6/17 5:03,4.46
2023/6/17 5:08,3.92
2023/6/17 5:12,3.69
2023/6/17 5:18,3.66
2023/6/17 5:23,3.85
2023/6/17 5:27,4.09
2023/6/17 5:32,4.23
2023/6/17 5:38,3.94
2023/6/17 5:43,3.9
2023/6/17 5:48,3.9
2023/6/17 5:53,4.36
2023/6/17 5:57,4.36
2023/6/17 6:02,4.91
2023/6/17 6:08,4.36
2023/6/17 6:12,4.12
2023/6/17 6:17,4.1
2023/6/17 6:23,4.3
2023/6/17 6:28,4.64
2023/6/17 6:33,4.74
2023/6/17 6:38,4.82
2023/6/17 6:42,5.16
2023/6/17 6:48,4.86
2023/6/17 6:52,4.96
2023/6/17 6:57,5.19
2023/6/17 7:02,5.94
2023/6/17 7:08,5.96
2023/6/17 7:13,6.83
2023/6/17 7:18,5.76
2023/6/17 7:22,6.37
2023/6/17 7:28,6.23
2023/6/17 7:32,6.8
2023/6/17 7:38,6.95
2023/6/17 7:43,7.64
2023/6/17 7:48,7.07
2023/6/17 7:53,8.28
2023/6/17 7:57,8.11
2023/6/17 8:02,8.9
2023/6/17 8:08,10.3
2023/6/17 8:13,9.29
2023/6/17 8:18,11.19
2023/6/17 8:23,11.43
2023/6/17 8:28,11.34
2023/6/17 8:33,12.08
2023/6/17 8:37,13.17
2023/6/17 8:42,13.58
2023/6/17 8:48,14.26
2023/6/17 8:52,13.51
2023/6/17 8:58,14.27
2023/6/17 9:03,15.98
2023/6/17 9:07,16
2023/6/17 9:13,17.46
2023/6/17 9:18,16.25
2023/6/17 9:22,18.34
2023/6/17 9:27,17.36
2023/6/17 9:32,20.12
2023/6/17 9:38,19.74
2023/6/17 9:42,18.63
2023/6/17 9:47,19.15
2023/6/17 9:53,17.75
2023/6/17 9:57,17.72
2023/6/17 10:02,20.34
2023/6/17 10:07,19.41
2023/6/17 10:12,21.99
2023/6/17 10:18,22.52
2023/6/17 10:23,25.1
2023/6/17 10:28,22.29
2023/6/17 10:33,23.22
2023/6/17 10:37,21.9
2023/6/17 10:42,23.66
2023/6/17 10:48,24.3
2023/6/17 10:52,22.37
2023/6/17 10:58,24.43
2023/6/17 11:03,23.52
2023/6/17 11:08,24.62
2023/6/17 11:12,23.52
2023/6/17 11:18,24.37
2023/6/17 11:23,24.2
2023/6/17 11:27,23.44
2023/6/17 11:32,24.37
2023/6/17 11:38,23.93
2023/6/17 11:42,22.18
2023/6/17 11:48,24.93
2023/6/17 11:53,23.42
2023/6/17 11:58,23.44
2023/6/17 12:02,24.66
2023/6/17 12:07,24.15
2023/6/17 12:12,24.42
2023/6/17 12:18,23.46
2023/6/17 12:22,23.3
2023/6/17 12:27,21.38
2023/6/17 12:33,23.11
2023/6/17 12:38,22.01
2023/6/17 12:43,22.19
2023/6/17 12:48,20.93
2023/6/17 12:52,23.9
2023/6/17 12:57,23.92
2023/6/17 13:02,21
2023/6/17 13:07,22.54
2023/6/17 13:13,22.09
2023/6/17 13:17,23.07
2023/6/17 13:22,24.25
2023/6/17 13:27,21.6
2023/6/17 13:33,25.18
2023/6/17 13:38,24.25
2023/6/17 13:42,25.86
2023/6/17 13:48,24.83
2023/6/17 13:53,24.4
2023/6/17 13:57,23.6
2023/6/17 14:03,23.52
2023/6/17 14:08,24.21
2023/6/17 14:12,22.64
2023/6/17 14:17,24.63
2023/6/17 14:22,25.61
2023/6/17 14:27,25.19
2023/6/17 14:33,24.32
2023/6/17 14:38,25.33
2023/6/17 14:42,24.08
2023/6/17 14:48,24.01
2023/6/17 14:53,27.17
2023/6/17 14:57,25.48
2023/6/17 15:03,24.87
2023/6/17 15:07,25.19
2023/6/17 15:13,26.17
2023/6/17 15:18,24.24
2023/6/17 15:23,24.09
2023/6/17 15:27,26.59
2023/6/17 15:33,23.56
2023/6/17 15:37,24.84
2023/6/17 15:42,23.92
2023/6/17 15:47,22.87
2023/6/17 15:53,26.28
2023/6/17 15:57,24.63
2023/6/17 16:02,26.12
2023/6/17 16:07,23.89
2023/6/17 16:13,24.7
2023/6/17 16:18,24.55
2023/6/17 16:23,24.94
2023/6/17 16:27,25.23
2023/6/17 16:33,25.98
2023/6/17 16:38,23.79
2023/6/17 16:43,24.44
2023/6/17 16:48,24.39
2023/6/17 16:53,25.04
2023/6/17 16:57,24.91
2023/6/17 17:02,25.08
2023/6/17 17:08,22.93
2023/6/17 17:13,25.15
2023/6/17 17:17,22.98
2023/6/17 17:22,23.26
2023/6/17 17:28,22.61
2023/6/17 17:33,24.26
2023/6/17 17:38,23.52
2023/6/17 17:42,23.13
2023/6/17 17:48,25.32
2023/6/17 17:52,22.47
2023/6/17 17:57,22.83
2023/6/17 18:02,24.07
2023/6/17 18:07,22.1
2023/6/17 18:13,22.98
2023/6/17 18:17,21.11
2023/6/17 18:22,23.65
2023/6/17 18:28,21.76
2023/6/17 18:33,23.08
2023/6/17 18:38,23.58
2023/6/17 18:42,23.3
2023/6/17 18:47,23.06
2023/6/17 18:52,22.5
2023/6/17 18:57,23.88
2023/6/17 19:02,22.11
2023/6/17 19:07,24.8
2023/6/17 19:12,23.83
2023/6/17 19:18,21.6
2023/6/17 19:23,24.46
2023/6/17 19:28,24.05
2023/6/17 19:32,23.2
2023/6/17 19:38,23.01
2023/6/17 19:42,23.85
2023/6/17 19:48,23.02
2023/6/17 19:52,24.28
2023/6/17 19:58,23.48
2023/6/17 20:02,24.21
2023/6/17 20:08,23.67
2023/6/17 20:13,23.42
2023/6/17 20:18,24.92
2023/6/17 20:23,23.7
2023/6/17 20:28,24.41
2023/6/17 20:32,24.24
2023/6/17 20:37,22.48
2023/6/17 20:43,24.67
2023/6/17 20:47,25.85
2023/6/17 20:52,25.97
2023/6/17 20:58,25.34
2023/6/17 21:03,24.97
2023/6/17 21:08,25.95
2023/6/17 21:13,23.79
2023/6/17 21:18,24.76
2023/6/17 21:23,23.64
2023/6/17 21:27,23.8
2023/6/17 21:32,25.2
2023/6/17 21:37,23.5
2023/6/17 21:43,22.94
2023/6/17 21:48,23.51
2023/6/17 21:53,22.53
2023/6/17 21:58,22.57
2023/6/17 22:03,22.45
2023/6/17 22:08,19.86
2023/6/17 22:13,19.96
2023/6/17 22:18,18.87
2023/6/17 22:22,19.4
2023/6/17 22:27,20.89
2023/6/17 22:33,21.65
2023/6/17 22:37,19.89
2023/6/17 22:42,17.46
2023/6/17 22:48,17.28
2023/6/17 22:52,18.6
2023/6/17 22:57,15.1
2023/6/17 23:02,15.95
2023/6/17 23:08,15.93
2023/6/17 23:13,15.6
2023/6/17 23:18,14.54
2023/6/17 23:22,13.81
2023/6/17 23:27,12.67
2023/6/17 23:33,13.33
2023/6/17 23:37,12.41
2023/6/17 23:43,11.97
2023/6/17 23:48,12.17
2023/6/17 23:53,11.9
2023/6/17 23:57,10.8
2023/6/18 0:02,10.91
2023/6/18 0:08,10.28
2023/6/18 0:12,10.24
2023/6/18 0:17,9.19
2023/6/18 0:23,8.17
2023/6/18 0:27,7.8
2023/6/18 0:32,8.05
2023/6/18 0:38,8.08
2023/6/18 0:42,7.46
2023/6/18 0:47,6.82
2023/6/18 0:53,8.14
2023/6/18 0:58,7.54
2023/6/18 1:02,8
2023/6/18 1:07,6.82
2023/6/18 1:12,6.59
2023/6/18 1:17,6.01
2023/6/18 1:23,7.82
2023/6/18 1:27,6.03
2023/6/18 1:32,7.09
2023/6/18 1:38,6.41
2023/6/18 1:43,5.84
2023/6/18 1:48,6.21
2023/6/18 1:52,4.81
2023/6/18 1:58,5.54
2023/6/18 2:03,6.68
2023/6/18 2:07,5.27
2023/6/18 2:12,5.16
2023/6/18 2:18,5.43
2023/6/18 2:23,5.1
2023/6/18 2:27,4.71
2023/6/18 2:33,5.04
2023/6/18 2:38,4.34
2023/6/18 2:43,4.26
2023/6/18 2:47,4.61
2023/6/18 2:53,4.81
2023/6/18 2:57,3.97
2023/6/18 3:03,4.58
2023/6/18 3:07,4.47
2023/6/18 3:13,4.24
2023/6/18 3:17,3.57
2023/6/18 3:23,3.56
2023/6/18 3:28,3.62
2023/6/18 3:33,3.83
2023/6/18 3:38,3.51
2023/6/18 3:43,4.23
2023/6/18 3:48,3.63
2023/6/18 3:53,4.1
2023/6/18 3:58,3.73
2023/6/18 4:02,3.7
2023/6/18 4:08,3.8
2023/6/18 4:13,4.21
2023/6/18 4:17,3.99
2023/6/18 4:23,3.78
2023/6/18 4:28,3.88
2023/6/18 4:33,3.39
2023/6/18 4:38,3.62
2023/6/18 4:42,3.65
2023/6/18 4:47,3.6
2023/6/18 4:53,3.59
2023/6/18 4:57,3.51
2023/6/18 5:02,4.07
2023/6/18 5:08,3.65
2023/6/18 5:12,3.43
2023/6/18 5:17,3.78
2023/6/18 5:22,3.59
2023/6/18 5:27,3.65
2023/6/18 5:33,3.6
2023/6/18 5:38,3.63
2023/6/18 5:42,3.81
2023/6/18 5:47,4.01
2023/6/18 5:53,3.74
2023/6/18 5:58,3.96
2023/6/18 6:03,4.88
2023/6/18 6:08,3.88
2023/6/18 6:12,4.02
2023/6/18 6:17,4.14
2023/6/18 6:22,4.47
2023/6/18 6:27,4.06
2023/6/18 6:32,4.33
2023/6/18 6:37,4.5
2023/6/18 6:42,5.06
2023/6/18 6:47,4.96
2023/6/18 6:52,5.17
2023/6/18 6:58,5.21
2023/6/18 7:03,6.06
2023/6/18 7:08,6.2
